0	6	0	10	2	47	3	54	
15	0	0	10	48	1	58	3	
2	13	8	2	1	48	20	38	
14	1	2	8	48	1	43	18	
13	2	2	8	48	1	40	21	
12	3	10	0	6	43	45	16	
2	13	10	0	3	46	40	21	
0	15	2	8	0	49	0	61	
4	11	2	8	44	3	43	14	
11	4	10	0	49	0	53	5	
4	11	2	8	46	3	45	14	
0	15	0	10	5	44	17	41	
4	11	2	8	41	8	28	33	
2	13	0	10	40	9	36	25	
14	1	10	0	35	14	44	17	
3	12	10	0	1	48	0	59	
14	1	8	2	45	4	58	3	
11	4	8	2	44	5	57	4	
2	13	8	2	31	18	42	16	
10	5	8	2	43	6	57	4	
12	3	7	3	45	4	23	38	
5	10	7	3	7	42	13	48	
3	12	3	7	5	44	38	23	
5	10	2	8	5	44	5	52	
15	0	0	10	49	0	59	0	
13	2	10	0	24	25	15	43	
10	5	8	2	43	6	53	6	
1	14	0	10	14	34	16	43	
3	12	8	2	29	19	34	24	
13	2	0	10	47	1	58	0	
0	15	4	6	1	48	0	61	
0	15	10	0	1	48	0	58	
15	0	0	7	48	1	58	0	
7	8	0	10	18	31	51	10	
13	2	4	6	49	0	58	3	
13	2	4	6	49	0	58	3	
13	2	4	6	49	0	58	3	
15	0	6	4	48	1	61	0	
0	15	4	6	1	43	0	54	
15	0	6	4	43	6	61	0	
13	2	4	6	49	0	59	2	
15	0	6	4	48	1	61	0	
0	15	4	6	1	48	0	58	
2	13	6	4	0	49	2	56	
4	11	0	10	10	39	44	17	
15	0	0	10	48	1	61	0	
0	15	10	0	1	48	0	58	
3	12	8	2	5	44	0	61	
2	13	2	8	1	48	0	61	
9	6	10	0	31	18	6	53	
2	13	0	10	7	41	0	59	
13	2	0	10	47	2	59	0	
2	13	8	2	5	44	0	58	
2	13	8	2	5	44	0	61	
11	4	0	10	43	6	50	7	
15	0	2	8	48	1	61	0	
15	0	0	10	48	1	61	0	
10	2	8	2	30	16	48	10	
15	0	0	8	47	1	57	0	
6	9	8	2	10	39	44	17	
7	8	6	4	19	30	50	8	
7	8	0	10	18	31	51	8	
0	15	10	0	1	48	0	61	
14	1	0	10	48	1	61	0	
8	7	0	5	28	18	8	50	
7	8	10	0	12	36	44	15	
12	3	10	0	41	8	56	5	
15	0	0	10	48	1	61	0	
15	0	6	4	49	0	61	0	
15	0	10	0	49	0	57	2	
5	10	10	0	24	25	52	9	
10	5	0	10	25	24	9	52	
13	2	0	10	41	7	29	30	
13	2	6	4	40	9	31	28	
7	8	0	10	37	12	34	27	
4	11	10	0	12	37	25	36	
3	12	10	0	11	38	23	36	
3	12	10	0	11	38	23	35	
7	8	0	10	37	12	33	28	
15	0	4	6	48	1	59	0	
7	8	0	9	36	12	34	24	
5	10	5	5	26	23	32	26	
7	8	10	0	19	30	47	8	
1	14	0	3	0	47	19	39	
15	0	10	0	46	2	41	16	
2	13	8	2	46	3	45	16	
13	2	2	8	45	2	39	18	
2	13	8	2	30	19	43	18	
14	1	2	8	14	35	18	43	
0	15	8	2	2	47	21	40	
1	14	8	2	35	13	43	18	
13	0	10	0	46	1	48	6	
3	12	0	10	30	18	42	16	
0	15	4	6	2	47	1	58	
1	14	0	10	1	48	2	57	
1	14	0	10	1	48	2	59	
14	1	6	4	47	2	59	2	
1	14	4	6	2	47	2	57	
0	15	8	2	1	48	0	61	
1	14	2	8	32	17	6	55	
15	0	2	8	47	2	55	3	
3	12	2	8	31	18	19	42	
3	12	2	8	30	18	17	44	
15	0	2	8	19	30	43	18	
2	13	2	8	15	34	12	45	
0	15	8	2	2	47	3	58	
14	1	2	8	26	22	40	21	
14	1	8	2	17	32	56	5	
0	15	8	2	1	48	0	58	
0	13	0	10	1	48	0	57	
15	0	2	8	48	1	61	0	
14	1	2	8	28	21	55	6	
0	15	10	0	1	48	0	61	
14	1	2	8	29	20	55	6	
0	15	0	10	4	45	2	59	
15	0	0	10	48	1	61	0	
1	14	8	2	28	21	6	55	
15	0	0	8	44	2	58	0	
15	0	0	10	48	1	61	0	
5	9	10	0	8	40	15	41	
0	14	10	0	2	47	0	59	
0	15	10	0	1	48	0	61	
0	15	10	0	18	31	3	58	
0	15	9	0	1	47	0	55	
15	0	2	8	48	1	57	4	
15	0	0	10	32	17	58	3	
1	12	0	9	11	34	9	46	
0	15	10	0	1	48	0	61	
0	15	9	0	1	48	0	61	
9	6	9	0	4	45	3	58	
15	0	10	0	49	0	58	3	
0	14	8	1	0	46	0	57	
14	0	1	9	49	0	59	0	
11	4	1	9	45	4	58	3	
0	15	9	1	0	49	0	61	
15	0	0	10	49	0	58	0	
10	5	0	10	46	3	60	1	
0	15	1	9	0	49	0	61	
4	11	0	10	7	42	5	56	
4	11	0	10	7	41	3	55	
4	11	10	0	2	47	1	60	
15	0	0	9	47	0	54	0	
0	15	9	1	0	49	0	61	
0	15	7	2	0	49	0	61	
14	1	0	10	49	0	58	0	
1	14	10	0	1	48	1	60	
4	10	10	0	39	10	53	8	
5	10	10	0	16	33	2	59	
4	11	10	0	32	17	54	7	
1	14	10	0	1	48	1	60	
5	10	10	0	16	32	2	56	
0	15	8	2	0	49	0	58	
8	7	8	2	45	3	53	5	
5	10	10	0	17	32	4	55	
0	15	2	8	0	49	0	58	
4	11	1	8	2	46	1	58	
12	3	9	0	42	6	53	6	
8	7	0	10	31	18	54	7	
0	9	10	0	14	32	2	55	
1	14	10	0	0	49	0	61	
15	0	8	2	49	0	59	0	
7	8	10	0	17	32	7	54	
12	3	0	10	47	2	57	1	
2	13	0	10	27	22	58	3	
0	15	0	10	0	49	1	60	
3	11	10	0	29	17	52	3	
1	14	0	8	0	49	4	54	
10	4	10	0	35	13	31	24	
12	3	0	10	22	27	4	57	
0	15	10	0	0	49	1	60	
3	12	10	0	30	19	52	6	
0	15	10	0	0	49	1	57	
3	12	10	0	26	23	50	11	
15	0	0	10	49	0	60	1	
0	14	0	10	0	46	2	55	
0	15	3	7	1	48	2	55	
12	3	0	10	9	40	35	24	
13	2	10	0	21	28	50	2	
0	15	4	5	0	49	0	58	
0	15	5	5	0	49	0	61	
0	15	0	10	2	47	10	49	
12	2	10	0	48	0	56	0	
0	15	2	8	0	49	0	61	
3	12	0	10	5	42	11	45	
4	11	0	10	40	9	35	24	
4	11	10	0	39	10	37	24	
15	0	10	0	49	0	44	11	
3	12	0	10	46	3	47	14	
15	0	0	10	49	0	61	0	
3	11	0	10	23	25	55	4	
15	0	0	9	49	0	59	0	
3	12	10	0	37	12	48	13	
3	12	0	10	40	9	47	14	
15	0	0	10	49	0	61	0	
3	12	10	0	37	7	46	9	
0	15	10	0	0	49	0	61	
9	6	10	0	46	3	61	0	
1	14	10	0	4	45	13	47	
9	4	0	10	26	23	54	4	
15	0	10	0	43	6	47	10	
3	12	0	10	41	8	43	16	
11	3	8	0	5	41	10	46	
0	15	0	10	0	49	1	60	
1	14	10	0	4	45	13	48	
6	9	0	10	16	33	27	34	
0	15	0	10	0	47	13	42	
13	1	9	0	48	0	40	14	
2	13	10	0	10	39	22	39	
12	3	10	0	24	25	46	15	
13	1	8	1	37	9	49	6	
6	9	0	10	32	15	33	23	
6	9	0	10	23	26	31	30	
1	14	0	10	17	32	4	57	
15	0	10	0	49	0	47	14	
13	1	0	10	49	0	61	0	
0	15	10	0	0	49	0	61	
1	14	0	10	11	38	3	58	
14	1	10	0	35	14	57	4	
7	8	10	0	27	22	39	19	
13	2	8	2	40	9	52	9	
3	12	10	0	9	40	50	11	
15	0	10	0	49	0	44	14	
5	10	0	10	14	35	4	55	
2	13	0	10	8	41	11	48	
0	15	0	10	1	46	1	57	
9	6	10	0	24	25	55	4	
13	2	0	10	47	2	47	14	
2	13	10	0	2	47	12	49	
11	4	0	10	9	40	39	18	
7	8	8	2	6	43	16	45	
8	7	10	0	47	2	58	1	
7	8	2	8	33	16	39	17	
2	13	2	8	9	40	8	53	
6	9	0	10	25	24	3	56	
1	14	0	10	11	38	3	58	
4	11	10	0	30	19	18	43	
1	14	10	0	38	11	6	53	
0	15	10	0	1	48	10	51	
3	12	10	0	40	9	19	42	
1	14	10	0	38	11	6	55	
0	15	0	10	26	22	3	56	
1	14	9	1	11	38	6	55	
0	15	2	8	0	49	0	59	
0	15	0	10	4	45	6	51	
0	15	3	7	12	37	14	47	
1	13	0	9	14	34	3	53	
1	14	8	2	6	43	26	35	
14	1	2	8	24	24	45	15	
0	15	7	3	0	49	0	61	
1	14	10	0	38	11	6	55	
1	14	8	2	0	49	1	60	
13	2	7	3	41	7	49	10	
13	2	4	6	42	7	38	23	
13	1	8	2	34	14	53	3	
2	13	2	8	1	45	1	52	
2	13	0	10	0	49	3	56	
13	2	4	6	49	0	59	0	
1	14	8	2	2	47	20	41	
12	2	8	2	17	30	33	26	
15	0	3	7	49	0	61	0	
11	4	8	2	4	45	12	49	
0	15	6	3	0	48	0	56	
14	1	3	7	17	32	35	26	
1	14	0	10	7	42	15	43	
15	0	3	7	49	0	61	0	
14	1	2	8	2	47	17	41	
12	3	2	8	0	49	5	53	
13	2	10	0	11	37	7	52	
0	15	4	6	11	38	0	61	
0	15	9	0	0	49	0	59	
15	0	7	3	38	11	59	0	
12	3	2	8	0	49	5	56	
3	12	8	2	48	0	53	6	
0	15	7	3	11	38	1	58	
0	15	3	7	11	38	3	58	
4	11	10	0	45	4	33	28	
1	14	0	10	36	12	40	18	
15	0	1	9	49	0	61	0	
1	14	9	1	49	0	28	30	
14	0	1	9	48	0	53	0	
15	0	10	0	44	5	44	15	
15	0	10	0	46	1	52	7	
15	0	1	9	44	5	44	14	
13	2	0	10	44	2	52	5	
8	1	9	0	28	19	36	21	
1	9	9	0	19	28	20	36	
0	15	9	0	0	49	0	58	
9	6	0	10	28	21	34	23	
14	0	0	9	43	6	50	8	
14	0	0	8	43	6	49	8	
0	15	9	0	0	49	0	59	
6	9	9	0	18	30	20	38	
3	12	10	0	44	5	34	27	
15	0	3	7	49	0	61	0	
3	12	10	0	49	0	34	27	
14	1	1	9	0	49	30	28	
6	9	10	0	18	31	22	39	
7	8	7	3	49	0	42	19	
15	0	0	10	49	0	61	0	
15	0	0	10	49	0	61	0	
0	15	10	0	0	49	0	61	
0	15	10	0	6	43	9	52	
1	14	10	0	3	46	10	51	
9	5	10	0	48	0	61	0	
3	12	10	0	49	0	34	27	
2	12	0	9	48	0	47	11	
12	3	8	2	0	49	6	53	
14	1	10	0	0	49	10	51	
0	15	4	6	0	49	0	61	
4	11	4	6	49	0	55	6	
12	3	8	2	0	49	6	55	
0	15	4	6	0	49	0	61	
15	0	8	2	48	1	61	0	
15	0	10	0	29	18	54	4	
10	5	6	4	0	49	6	55	
6	9	3	7	1	48	6	55	
7	8	9	1	48	1	54	5	
8	7	10	0	48	1	56	5	
14	1	10	0	49	0	59	0	
2	13	0	10	0	47	0	58	
1	14	2	8	0	49	0	61	
1	14	2	8	0	49	0	61	
1	14	2	8	0	49	0	58	
12	3	10	0	48	1	60	1	
1	14	0	10	0	49	0	61	
3	12	0	10	1	48	1	60	
9	6	10	0	48	1	53	5	
0	15	4	6	0	49	0	61	
9	6	5	5	48	1	56	5	
15	0	6	4	49	0	58	0	
7	8	8	2	23	26	17	44	
7	8	4	6	48	0	51	8	
0	14	0	7	0	49	1	58	
10	5	8	2	2	47	12	49	
0	15	3	7	0	49	0	61	
4	11	10	0	48	1	55	3	
15	0	8	2	49	0	61	0	
4	11	9	1	49	0	58	3	
11	4	8	2	1	48	6	53	
15	0	9	1	48	0	59	0	
1	14	2	8	0	49	1	58	
4	10	8	1	49	0	53	4	
7	8	5	0	48	1	54	5	
0	15	5	5	0	49	0	61	
15	0	7	3	49	0	61	0	
2	13	7	3	49	0	55	6	
0	15	4	6	3	46	3	58	
0	15	2	8	3	46	3	58	
15	0	5	4	49	0	61	0	
0	15	3	7	0	49	0	61	
15	0	5	5	49	0	61	0	
15	0	8	2	46	3	56	3	
12	3	5	5	0	49	12	47	
0	15	0	5	0	49	3	56	
14	0	8	2	46	3	54	3	
0	14	1	8	0	49	0	59	
3	12	2	7	49	0	49	10	
0	15	2	8	0	49	0	57	
3	12	5	5	49	0	49	9	
0	12	6	4	0	48	0	58	
9	6	1	9	1	48	11	50	
15	0	4	5	49	0	61	0	
15	0	4	6	49	0	61	0	
0	15	2	8	0	49	0	61	
3	11	2	2	4	45	8	50	
0	15	0	10	0	49	9	50	
11	4	3	7	16	32	24	32	
6	7	3	7	45	1	42	12	
5	10	2	8	24	22	50	8	
3	12	0	9	22	25	24	34	
0	12	0	5	3	46	2	57	
0	15	2	8	3	45	3	56	
0	15	0	10	3	46	3	56	
14	1	6	4	46	3	55	3	
15	0	8	2	45	3	56	3	
0	15	2	8	0	49	0	61	
15	0	9	0	44	5	50	8	
15	0	10	0	40	5	47	8	
15	0	3	7	49	0	57	1	
15	0	3	7	42	7	57	2	
14	1	10	0	48	0	58	0	
5	9	0	10	6	43	0	59	
0	15	7	3	7	42	6	55	
15	0	2	8	49	0	61	0	
0	15	8	2	7	42	3	58	
4	11	8	2	37	12	39	20	
10	5	2	8	7	42	18	43	
11	4	4	6	22	27	47	12	
4	11	6	4	24	21	10	46	
13	2	7	3	45	4	61	0	
15	0	10	0	46	3	59	2	
0	15	0	10	4	45	15	46	
2	10	3	7	25	24	9	49	
0	15	0	10	0	49	1	60	
15	0	10	0	41	8	45	16	
9	6	6	4	40	9	30	31	
0	14	2	8	0	47	4	55	
7	8	7	3	43	6	46	15	
5	10	6	3	6	43	28	33	
4	11	1	9	32	17	15	46	
0	15	0	10	0	49	1	60	
0	15	2	8	3	46	0	61	
12	3	5	5	15	34	39	22	
9	6	8	2	38	11	51	10	
11	4	6	3	16	30	32	25	
2	13	3	7	2	47	5	53	
3	12	6	4	35	14	16	43	
0	15	0	10	15	34	1	57	
3	12	3	7	11	38	13	48	
2	13	2	8	1	48	3	58	
4	11	2	8	16	33	15	46	
11	4	8	2	33	16	47	14	
3	12	2	8	15	34	28	31	
14	1	8	2	49	0	60	1	
6	9	2	8	17	32	24	37	
2	13	2	8	0	49	1	58	
12	3	8	2	37	12	53	8	
12	1	4	0	33	16	38	21	
12	3	8	2	37	12	53	8	
3	12	2	8	6	43	26	32	
3	12	0	9	2	45	10	45	
15	0	10	0	47	1	41	17	
15	0	9	0	48	0	47	10	
15	0	9	0	46	0	43	11	
0	14	0	10	0	49	11	48	
1	14	2	8	0	49	1	60	
0	15	4	6	0	49	0	61	
1	14	0	10	1	48	0	61	
13	2	8	2	47	2	40	21	
2	13	0	10	14	35	8	53	
0	15	6	4	0	49	0	61	
14	1	8	2	48	1	45	16	
13	2	3	7	35	14	49	9	
11	2	1	4	34	15	41	16	
9	6	6	4	48	1	56	3	
8	6	6	4	46	1	52	3	
14	1	8	2	24	21	50	6	
14	1	5	5	49	0	58	0	
12	3	4	6	35	13	49	9	
3	11	0	6	1	45	1	57	
14	1	3	7	47	2	60	1	
1	14	7	3	2	47	1	60	
1	14	7	3	2	46	1	55	
10	5	1	9	32	17	46	15	
13	2	8	2	25	24	38	23	
5	10	9	1	16	33	13	48	
5	10	9	1	16	33	14	47	
15	0	8	2	27	22	56	5	
10	5	1	9	32	17	46	15	
5	10	9	1	17	32	15	46	
12	3	3	7	47	2	59	2	
11	4	3	7	49	0	57	4	
14	1	10	0	44	3	44	15	
1	14	0	10	3	45	15	44	
1	14	6	4	0	49	0	61	
1	14	6	4	0	49	0	61	
14	1	6	4	46	3	57	2	
0	15	0	10	3	45	3	55	
2	13	1	7	0	49	1	58	
2	13	1	9	0	49	1	60	
15	0	5	5	49	0	56	2	
11	4	6	4	9	40	14	45	
15	0	7	3	49	0	59	0	
11	2	9	1	3	44	15	39	
0	15	0	10	0	49	3	58	
15	0	7	3	48	1	56	5	
11	4	6	4	4	45	13	48	
12	3	6	4	4	45	19	42	
15	0	5	5	49	0	61	0	
12	3	6	4	3	46	14	47	
